Headlines,Dates,Descriptions
Tesla Unveils Roadster 2.5 at Newest Stores in Europe and North America,"June 30, 2010","PALO ALTO, Calif. -- Tesla Motors today announced Roadster 2.5, the latest version of its revolutionary electric sports car. It will debut simultaneously with the opening of Tesla's two new stores in Copenhagen, Denmark, and Newport Beach, California."
Tesla Motors Opens Newport Beach Store,"Test-drives of the electric Roadster available starting May 19th at Tesla’s Newport Beach Store, June 30, 2010","NEWPORT BEACH, Calif. – Tesla Motors, producer of the Roadster, the only electric highway-capable high performance vehicle will open its Newport Beach store on Wednesday. Customers are welcome to visit the store for test drives of the world’s most exciting electric vehicle.



""Orange County is an important market and strategic base for Tesla,"" said Tesla General Manager Southwest Region Jeremy Snyder. ""We are excited to join the community."""
Tesla Roadster reaches China’s Great Wall,"June 30, 2010","BEIJING – A Tesla Roadster traveling around the world has arrived at the Great Wall of China, the most iconic cultural landmark of the eight-month road trip.During the Roadster’s stop last week at one section of the 8,852-kilometer Great Wall, one of China’s most respected actors took a spin. Chen Dao Ming is best known for his role in ""Hero,” and he stars in ""Aftershock,"" which debuts this summer."
Tesla Opens Showroom in Copenhagen,"June 30, 2010",COPENHAGEN — Electric vehicle manufacturer Tesla Motors will open its newest showroom this week in Denmark’s largest city.
Tesla Roadster Heads to Asia to Kick Off Second Phase of Epic World Tour,"June 30, 2010","DELHI – A Tesla Roadster traveling around the world is expected to arrive in India later this month – the first time that the iconic sports car has ever appeared in South Asia.The Roadster, which runs on electricity and can be fully or partially recharged from renewables such as solar or wind energy, will spend about two weeks in India. The car will take center stage at a variety of VIP and public events."
Tesla Roadster Makes History in Moscow’s Red Square,"June 30, 2010","MOSCOW – A Tesla Roadster traveling around the world made history Friday as the first car without Russian components to receive official clearance to park in Moscow’s Red Square.Red Square is the country’s former royal citadel and the president’s residence – an iconic venue considered the epicenter of Moscow and Russia itself. On Thursday, the Roadster was the center of a VIP celebration with more than 250 guests at Moscow’s Autoville Museum, where the car is on display all weekend. "
Tesla Announces Japan Will be First Destination in Asia,"June 30, 2010","Port Hueneme, Calif. -- Responding to growing demand, Tesla Motors the Silicon Valley-based automaker of the world’s fastest highway-capable electric vehicle today shipped a dozen Japan Signature Series Roadsters from Port Hueneme, California. The well-appointed right-hand drive Roadsters will arrive in Yokohama in early May for delivery to select customers throughout Japan.The hand-built, carbon fiber electric Roadster accelerates from 0-100 km in 3.7 seconds. In January, Tesla announced a partnership with Panasonic to accelerate the development of next generation EV cells."
Panasonic Presents First Electric Vehicle Battery to Tesla,"June 30, 2010","SUMINOE, Japan - Tesla officials today visited Panasonic's new Lithium-ion battery cell manufacturing facility in Suminoe, Japan. Panasonic Energy Company President Naoto Noguchi presented Tesla Chief Technology Officer JB Straubel with the first production Lithium-ion cells manufactured at the new facility."
Tesla Debuts at Madrid Auto Show,"June 30, 2010","En EspañolMADRID - Tesla Motors is making its first appearance this week at Spain’s premier auto show, and the company is hosting test drives all week.The Madrid Motor Show, a top venue highlighting fuel-efficient cars, is May 20-23. Among hundreds of prototypes and concept cars on display at la Feria de Madrid, the Tesla Roadster stands out as the only highway-capable electric car already on sale."
Tesla Roadster Makes First Appearance at Scottish Motorfair,"June 30, 2010","EDINBURGH, Scotland - Tesla Motors will debut this weekend at the Scottish Motorfair, where the award-wining Roadster will keep pace with a Formula 1 car and other supercars."
The Tesla Factory: Birthplace of the Model S,"Gilbert Passin, VP, Manufacturing, June 16, 2010","The Model S is the premium sedan evolved. It will raise the bar of vehicle efficiency, meet the highest standards for safety, and provide more cargo space than any other sedan. It will be as beautiful as it is functional. Here's how we will build it. The Model S will be produced at the new Tesla Factory in Fremont, California. Everything from body panel stamping to final quality testing will take place at the Tesla Factory. We will also work to set environmental benchmarks for energy efficiency and emission levels."
"Oh, Canada! Our Tesla Roadster Arrives in British Columbia","Vincent and Maggie Argiro, Roadster Owner, Canada, May 25, 2010","Written by Vincent and Maggie Argiro



Our Tesla journey began like so many others, years ago, when the Roadster was not yet in production. For all of us, the car was more a dream than a fully tangible reality. Our Tesla dream was deferred further when we decided to move from the U.S. Midwest to Western Canada."
Che auto incredibile!,"Paolo Vanzetto, Roadster Owner, Italy, May 13, 2010","Paolo è un agente assicurativo che vive a Rossano Veneto, Vicenza. Il suo bianco artico Roadster Sport è stato uno dei primi Teslas in Italia - e ci aspettiamo di diventare una delle roadster più alto chilometraggio in Europa! English Version Da appassionato di tecnologia, contrariamente a quel che la gente diceva attorno a me, so cosa potevo aspettarmi da un'auto elettrica. Ma la Tesla Roadster ha superato ogni mia più rosea aspettativa! Che auto incredibile!"
My Dream of the “Eternal Car” is a Reality,"Paolo Vanzetto, Roadster Owner, Italy, May 13, 2010","Paolo is an insurance agent from Rossano Veneto, about 40 miles from the canals of Venice. His Arctic White Roadster Sport was one of the first Teslas in Italy – and we expect it to become one of the most high-mileage Roadsters in Europe at this rate! Versione Italiana As a long-time technology fan, and contrary to what everyone else around me was saying, I knew what I could have expected from an electric car. But the Tesla Roadster has exceeded every expectation. What an incredible car! But let's back up."
Pedal to the Metal... It’s a Sprint to the Finish!,"Gian Avignone, UK Sales Manager, April 22, 2010","Easter Monday 2010 saw the first official motor race that included Electric Vehicles in the UK. Held at the Historic Goodwood Circuit, Tesla Motors became the world’s first electric vehicle manufacturer to enter competitive motorsport in the UK. Earlier this year, the UK’s motorsport governing body, the Motor Sport Association, assessed the performance and safety criteria for electric vehicles competing in UK Motorsport. Finally, motor racing clubs could create competing classes for EVs."
Tesla Motors Surpasses 500th 2008 Roadster Reservation,"April 20, 2010",WHAT’S NEWS
Tesla Motors Sends Two Teams to Monte Carlo Alternative Energy Rally,"April 20, 2010",MONACO — Tesla Motors will return to the Monte Carlo Alternative Energy Rally this weekend. Tesla was a category winner last year and set a new world record for an electric vehicle. The Monte Carlo Rally is a three-day challenge to test range and performance of more than 100 alternative-fuel vehicles.
Tesla Motors Launches Mobile Service Squad,"Tesla Rangers diagnose problems remotely and make house calls so customers enjoy hassle-free service -- without trips to the dealership., April 20, 2010","SAN CARLOS, Calif. -- Tesla Motors today announced a mobile service program featuring house calls for customers in the United States and Canada. Specialized technicians known as Tesla Mobile Service Rangers will visit owners’ homes, offices or parking garages equipped to perform an array of procedures, including annual inspections and firmware upgrades."
Tesla Roadster Travels 313 Miles on a Single Charge,"Competing in Australia’s Global Green Challenge, Customer Simon Hackett’s red Roadster goes from Alice Springs to Coober Pedy with 3 miles left on the charge., April 20, 2010","Coober Pedy, South Australia



-- (Oct. 27, 2009) – Tesla Roadster owner Simon Hackett and co-driver Emilis Prelgauskas completed 313 miles (501 km) in a Tesla Roadster on a single charge – a distance that appears to set a new record for a production electric vehicle."
