Headlines,Dates,Descriptions
Tesla expanding supercharger network,25 Apr 2017,"Tesla has announced that in 2017 it will double the Tesla charging network, expanding existing sites and broadening charging locations within city centers."
Tesla's Model 3 Launch: Where Will The Lithium Come From? (NASDAQ:TSLA),26 Apr 2017,(TSLA) was to produce there enough batteries to power half a million electric cars by 2020. This projection has since been significantly modified. Last year...
How to escape from a Tesla Model X Falcon Wing door that lost power,26 Apr 2017,"When looking directly at the speaker cover, Tesla's guide indicates that there's a lip in the upper rear corner of the cover. Removing the cover will expose the..."
Model X Owner Sues Tesla for $1 Million After Falcon Doors Fail to Open in Fiery Crash,26 Apr 2017,"They struggled to open the Falcon wing doors of the car and got stuck in the back seat as the vehicle started to catch fire. After some panic-thinking, the..."
Will Workhorse Beat Tesla To An Electric Pickup Truck?,02 May 2017,Driving or riding in an electric pickup truck is a strange experience. For those drivers familiar with the eerie quiet of being inside a speeding Tesla or who...
Tesla Gigafactory 1 building permit reveals $28M “Section G” expansion,02 May 2017,"Tesla Gigafactory 1 building permit reveals $28M “Section G” expansion · An Air Separation Plant to separate air into Nitrogen, Oxygen, and its other components..."
Tesla goes to Mexico to recruit manufacturing engineers ahead of Model 3 production,02 May 2017,"Tesla will have a tough time hiring good engineers from Mexico and moving them to LA or Fremont due to the hi cost of living, insane housing costs and long..."
Tesla solar panels have officially arrived in Tesla showroom stores,28 Jun 2017,Tesla is planning on selling its name-branded solar products in stores after November's $2.6 billion acquisition of SolarCity.
"Tesla Model X airbags deployed at a red light without impact, owner is blocking access to vehicle for investigation",28 Jun 2017,"Tesla Model X airbags deployed at a red light without impact, owner is blocking access to vehicle for investigation ... A strange incident in a Tesla Model X..."
Tesla Speeds Past the Competition,28 Jun 2017,"There is a mad dash to get ahead of the curve with autonomous driving technology, and the front-runner in this movement is clearly Tesla."
Tesla Gigafactory uses nearby university for temporary employee housing,30 Jun 2017,Tesla Gigafactory uses nearby university for temporary employee housing ... The explosion of highly skilled workers being employed at Tesla's $5 billion...
Ask Joe: Any plans for bus service to Tesla site?,30 Jun 2017,"If you want to find out more information you can calls 348-RIDE. Also, I did check with Tesla, and the company..."
Elon Musk is going to start putting cars in a giant hole under Los Angeles,30 Jun 2017,Tesla and SpaceX founder hopes that the huge holes can let people travel across America more quickly.
2017 Chevy Bolt is the extraordinary EV for ordinary people,20 Jul 2017,The Good. The 2017 Chevrolet Bolt is good for 238 miles of EV cruising range. Its e-motor boasts solid around-town torque and performance. Android Auto and...
Tesla Model 3: rare look at the interior with picture of the backseat,20 Jul 2017,"However, for leg room and back seat comfort it looks like typical entry luxury sedan. For back seat use based on the photos I would rather be in the back of the..."
"Tesla Model 3: 7th production car spotted, rear seat photos",20 Jul 2017,"A photo of the vehicle's temporary registration ID affixed to the lower right corner of the windshield reveals the VIN. Using the Model 3 VIN decoder, we see..."
Travis Kalanick's text messages with former employee Anthony Levandowski reveal an obsession with Tesla and Google,15 Aug 2017,Share All sharing options for: Travis Kalanick's text messages with former employee Anthony Levandowski reveal an obsession with Tesla and Google ... Alphabet's...
"Tesla’s used car business is rapidly expanding, on pace to triple used sales",15 Aug 2017,Tesla is also making moves in the used car space by listing its used inventory on Cars.com. While owners have been listing their Teslas on the website for some...
Tesla's Tiny House Is So Cool Even Elon Musk 'Wants One Too!',15 Aug 2017,"Many people might balk at the idea of living in a home that's the size of a treehouse, but Tesla, Inc. just created a tiny house fit for its..."
"It Sounds Crazy, But Tesla Wants To Build A Big Rig Truck",29 Aug 2017,"We've gotten used to hearing Tesla CEO Elon Musk say some wacky things, but this news may top it all. According to a report for Reuters, Tesla will unveil..."
Cummins announces electric heavy-duty truck ahead of Tesla,29 Aug 2017,"COLUMBUS, Ind – Indiana engine maker Cummins says they are now the leader in the race to develop a fleet of electric trucks. Cummins officials unveiled the..."
"Tesla, Nevada Governor welcome in USA Parkway connecting Gigafactory with two major highways",29 Aug 2017,"The transportation corridor known locally as “Infinity Highway” will provide Tesla's Gigafactory with two access points for shipping and logistics, but more..."
"Hedge Fund Guru Jeffrey Talpins Takes a Bullish Bet on Aptevo Therapeutics Inc (APVO), Counts Out Tesla Inc (TSLA ...",01 Sep 2017,"Jeffrey Talpins first launched his hedge fund firm Element Capital Management twelve years ago, tagged with a $50 million high minimum investment..."
Elon Musk Should Consider the Stunning Tesla Model EXP,01 Sep 2017,"The Tesla Model EXP concept has been imagined by Spanish designer Xabier Albizu, who should be contacted by Elon Musk pretty soon."
Tesla is working with world's largest wind-turbine maker to deploy batteries at wind farms,01 Sep 2017,Tesla is working with world's largest wind-turbine maker to deploy batteries at wind farms ... Tesla's large-scale Powerpack energy storage projects have so far...
Tesla Pickup Rendered as a Luxury Electric Truck,07 Sep 2017,"They say EVs will never take over America if they can't cater to the needs of the pickup drivers. A few companies are already working on it, Tesla included."
Tesla pickup truck rendered,07 Sep 2017,"A Tesla pickup truck is coming. Tesla CEO Elon Musk hasn't revealed a lot of details about it, but back in April, he said we could expect it in ""18 to 24..."
Tesla Model 3 Smart Air Suspension Feature: Details,07 Sep 2017,"The Smart Air Suspension, which is already available in Tesla Model S and Model X vehicles will soon be available for the Model 3."
Tesla Drivers Need to Get Off Their High Horse: They're Human After All,21 Sep 2017,"These days, hybrids have fallen back in their fight for the environment, with the EVs taking up their role. There are several models on the streets all over..."
Tesla Model 3 Walkaround Clip Shows Huge Storage Space Both Front and Rear,21 Sep 2017,"It may not be as large as the Model S nor come with a rear hatch and extra jump seats, but the Model 3 is proving to be quite practical in its own right."
Tesla to discontinue cheapest Model S 75 RWD on Sept. 24,21 Sep 2017,Tesla will officially discontinue the Model S 75 with rear-wheel drive on Sunday.
This Week in the Future of Cars: Time to Problem-Solve,22 Sep 2017,"Plus: We play a game meant for traffic engineers, Apple engineers take on self-driving, and Sebastian Thrun wears a puppy."
Google Cloud Platform Now has NVIDIA Tesla P100 GPU Nodes,22 Sep 2017,"If you want to train your AI models with the high-end, Pascal-based NVIDIA Tesla P100 GPUs, Google GCP has you covered with new instance capabilities."
Tesla wants to turn some of its Supercharger stations into convenience stores,22 Sep 2017,"Tesla is eyeing a possible solution: small stores that sell cold beverages and salty snacks, located adjacent to its Supercharger stations, so you can fill your..."
BMW Wants To Battle Tesla In A Very Unconventional Way,05 Oct 2017,"Whether they admit it or not, most automakers, specifically German premium brands, were completely caught off guard by Tesla."
"For Electric Car Owners, 'Range Anxiety' Gives Way to 'Charging Time Trauma' (Published 2017)",05 Oct 2017,"Compared to a short pit stop at a gas station, charging an electric vehicle can be a time-consuming experience. But change is at hand."
Fidelity's Star Technology Fund Manager Gavin Baker Departs,05 Oct 2017,"The fund manager's stakes in Tesla, Facebook, Apple, and Amazon — and savvy bets on Unicorns — led to big gains."
Musk counters Model 3 'handbuilt' claims with a production line video,10 Oct 2017,Tesla CEO took to Instagram to refute claims of handbuilding the Model 3.
Uber riders in Dubai can now select electric-powered Tesla,10 Oct 2017,"The US-based ride-hailing app launched the UberONE option on Tuesday in partnership with Dubai Taxi Corporation, which added 50 Tesla Model X and Model S to its..."
Will Tesla Inc (TSLA) Stock Really Climb to $500 Per Share?,10 Oct 2017,"Tesla has fought through some tough news lately regarding the Model 3, but as long as TSLA stock is above $330, bulls should be fine."
Tesla Model 3 for sale on Craigslist,11 Oct 2017,"There's a massive waitlist for the Model 3, Tesla's first mass-market sedan. One person is betting people will pay more to skip the line."
This Is What Tesla's Electric Semi-Truck Will Probably Look Like,11 Oct 2017,"Originally slated to be revealed later this month, we'll have to wait a bit longer for Tesla to lift the wr..."
First used Tesla Model 3 is listed for sale at $150000,11 Oct 2017,"First used Tesla Model 3 is listed for sale at $150,000 ... Tesla's current low production volume for Model 3 combined with the fact that there are over 400,000..."
Exclusive: Tesla Model 3 Long Range First Test,28 Nov 2017,"Tesla's product unveilings are notoriously wild nights. If you're with the press, you're outnumbered by a rooting section of invited owners who show up..."
"First look at world’s largest Tesla Supercharger station in Shanghai, China",28 Nov 2017,"First look at world's largest Tesla Supercharger station in Shanghai, China ... Tesla has opened its massive 50-stall Supercharger station that's located at the..."
