Headlines,Dates,Descriptions
Open Wide! Natalie Portman Treats Super Cute Baby Aleph To Ice Cream,16 Oct 2012,"By Radar Staff There are perks to joining your Academy Award winning mommy on location of her new movie, aren't there Aleph? The 16-month-old son of..."
Want To Get A 2012 Toyota RAV4 EV? Here's How,25 Oct 2012,"It might be a compliance car, built by Toyota for the sole purpose of meeting California's regulations for zero-emission vehicles, but the 2012 Toyota RAV4..."
"""Dragquoia"" Toyota Sequoia",25 Oct 2012,"Antron Brown's ""DragQuoia"" Toyota Sequoia is probably the most extensively modified vehicle of the bunch. This custom Sequoia was inspired by Brown's dream..."
Hurricane Sandy strikes Cuba,25 Oct 2012,"Storm gathers strength as 160kph winds hit country, a day after the hurricane battered the Caribbean island of Jamaica."
Telsa Model S Is Car of the Year?,02 Nov 2012,"Automobile magazine has named its Car of the Year. Unfortunately, it has chosen a vehicle almost no one has bought or will buy, and the car's maker may not..."
"A Hybrid Done Right, but Not Without Glitches (Published 2012)",02 Nov 2012,"The 2013 Ford Fusion Hybrid has one of the most robust, transparent and enjoyable hybrid systems, and it sells for a compelling $28000."
2013 Nissan Armada Pricing Announced,27 Nov 2012,"The 2013 Nissan Armada soldiers in to its eighth model year with minor changes to equipment and trim. The last major update on the SUV was in 2008,..."
Nissan Leaf Breaks Electric Car Convoy Record With 225 Cars,27 Nov 2012,Agroup of Nissan Leaf owners from around the United Kingdom have broken the world record for the 'largest parade of electric vehicles'.
30 Great Moments In The History Of Robots,27 Nov 2012,"#1 The Clepsydra. 1400 BCE. Babylonians develop the clepsydra, a clock that measures time using the flow of water, which is considered one of the first..."
Idea not all wet: Messages can be written with water,04 Dec 2012,Scientists have used nanotechnology to create “selectively wet” materials that can be used to write long-lasting messages with water.
Car and Driver Magazine: January 2013 Issue,04 Dec 2012,"Read 25 features, reviews, and columns from the January '13 print edition of Car and Driver."
The shining example of Toyota's environmental stewardship,04 Dec 2012,"Few companies have made further progress in not only complying with higher CAFE requirements, but also in reducing the energy used to manufacture vehicles,..."
Typhoon Bopha kills dozens in the Philippines,05 Dec 2012,At least 95 people are killed and more than 57000 people evacuated as Typhoon Bopha smashes into south.
Jeep Wrangler Unlimited Moab,05 Dec 2012,–magazine has named the 2013 Jeep Wrangler Unlimited Moab the winner of its highly sought-after Four Wheeler of the Year award.magazine has been conducting...
NASA aims to send another rover to Mars,05 Dec 2012,"New rover planned for 2020, as US space agency prepares for a manned mission to the Red Planet."
Introducing the All Wheel Drive Sport package for the 2013 Dodge Charger,18 Dec 2012,"Following the success of the Blacktop package for the rear wheel drive Dodge Charger, the Chrysler Group has announced a new All Wheel Drive Sport package..."
New Volkswagen Santana Officially Launched in China,18 Dec 2012,"The car is priced from between 84.900 yuan or €10,300 and 123,800 or €15,000, and the basic version is powered by a 1.4-liter petrol engine, with 90 hp."
GM to unveil Cadillac ELR at Detroit auto show,18 Dec 2012,The ELR will vault Cadillac into direct competition with other luxury electric vehicles.
Mercedes-AMG Developing Twin-Turbo 4.0-Liter V-8 for Next-Gen C63 and SLS Replacement,31 Dec 2012,"Mercedes-AMG's M156 ad M159, the naturally aspirated 6.2-liter V-8 that powers the SLS and the C63, won't be around for much longer."
"Ben Affleck, Bradley Cooper, Naomi Watts, and Others Reveal Their Favorite Vintage Cars",31 Dec 2012,"At Fashion Group International's Night of Stars I saw actress Sarah Jessica Parker, who had on a colorful ribbon-striped dress by designer L'Wren Scott,..."
'The Greatest Geek Who Ever Lived' - WSJ,07 Jan 2013,"His face could really light up a room. The life and work of Nikola Tesla, the immigrant scientist and prolific inventor, has been celebrated at an energetic..."
"Green car sales were up in 2012, and should be even more up in 2013",07 Jan 2013,Hybrid and electric cars account for just a tiny fraction of U.S. auto sales -- 3.3 percent in 2012. But that tiny fraction is growing fast! Chevy Volt...
"Autonomous Lexus LS Sedan Revealed, Detailed",07 Jan 2013,"Toyota and Lexus unveil their autonomous vehicle project, which is being used to test future active safety systems."
Omega Co-Axial caliber 8508 – Professional Watches,17 Jan 2013,"This morning in Geneva, Omega announced what they say is the first truly anti-magnetic watch movement. Omega Co-Axial caliber 8508 is resistant to magnetic..."
The new terrain makes playing Temple Run 2 worth it,17 Jan 2013,Imangi studios just launched a sequel to its hugely popular Temple Run for iOS today. These are our first impressions.
7 Massive Ideas That Could Change the World,17 Jan 2013,Tesla. Prius. Volt. The auto industry is stocked with radical new designs that reduce the environmental impact of driving. The airplane industry has been...
Tracing the Roots of the VL Automotive Destino – News – Car and Driver,25 Jan 2013,The beginnings of the VL Automotive's Destino go way back to one engineer's desire to build a droptop Corvette Z06. Read more at Car and Driver.
The Spark is Gone: What's Going On with Electric Cars,25 Jan 2013,Electric cars haven't caught on the way they were supposed to. Will they ever? Find out at Car and Driver.
Boss 302 Not in 2014 Mustang Lineup | U.S. News,25 Jan 2013,"If you've been thinking a new Ford Mustang Boss 302 might look good in your garage, you'll want to act sooner rather than later. This year is the last model..."
Terra Motors And Asia's Electric Motorbike Horizons,07 Feb 2013,"I love the feature-length documentary Revenge of the Electric Car, which centers around the return of electric cars, as seen with Tesla."
Simon Says 'Charge Your EV At The Mall',07 Feb 2013,We have been thinking about electric vehicles being charged overnight at home. Or maybe at the workplace. How about shopping centers? Simon Property Group...
Dead Space 3 crafting guide | GamesRadar+,07 Feb 2013,One of the new features to Dead Space 3 is the ability to craft your own weapons from the various parts that you find throughout the game.
Are These The 10 Best Magazine Covers Of The Last 100 Years?,28 Feb 2013,VogueKate Moss wearing a crown and scepter. One of Dr. Who's Daleks. Darth Vader. These are the subjects among the 10 contenders for best magazine cover of.
"Mastermind Of The 'Great Train Robbery' Bruce Reynolds Dies At Age 81, Broke & Living On Charity",28 Feb 2013,The criminal mastermind behind the notorious Great Train Robbery in 1963 that hauled in almost $4 million has died at age 81 following recent health...
Should Electric Cars Have Visible Charge Indicators For The Public?,28 Feb 2013,"It's a standard fitting on most plug-in electric cars: a visible light to show when it's recharging, often with a different indicator for when it's done."
How To Get A Tesla Model S 'Elon Musk Signature Edition',15 Mar 2013,Why would Tesla Motors CEO Elon Musk take a Sharpie to the sun visor of an all-but-new Tesla Model S electric sport sedan? It wasn't a question we'd...
Global Warming Accelerated by Air Pollution,15 Mar 2013,"It's long been known that tiny particles can impact air quality greatly and cause a host of health problems. However, European scientists have discovered."
Three Livermore Valley vineyards may hold the key to the region’s future success,15 Mar 2013,"LIVERMORE — The vineyards of this historic winegrowing region are slowly rousing from their winter slumber. By month's end, tight brown vines will sprout..."
Meet The 'Ugly' Flat Fender That Changed The Way We Build Jeeps,28 Mar 2013,What got you in to four wheeling? For many of us it was likely a cool magazine feature truck with aggressive tires and a big healthy V8 that we could...
Updated 2014 Hyundai Equus Has 12.3-Inch Touch Screen - 2013 New York,28 Mar 2013,The new Lexus LS and Mercedes-Benz S-Class are no longer the only flagship luxury sedans offering (or soon to offer) 12.3-inch touch screens.
"Video: Big Boy Tonka Toy, Unimog Tested in Germany",28 Mar 2013,Tonka Toys are an almost universal part of a boyhood toy collection. Many a mother chided her young son on coming in from the yard caked in dirt and dusty...
Massive Malaysia monkey cull spurs concerns,24 Apr 2013,Questions raised about species sustainability after nearly 100000 animals were killed because of conflicts with humans.
Directors Take Shelter in Trading Plans - WSJ,24 Apr 2013,Daniel Donoghue steamed across the squeaky wood floor of the exclusive Minneapolis Club last year. He had a bone to pick with the chairman of a...
Top 10 fuel-efficient cars for 2013,24 Apr 2013,"With gas prices in a constant state of flux, and the federal government offering as much as $7,500 in incentives to buy “green” cars, it would seem the only..."
Gamer: Need For Speed Rivals To Arrive On PS4 And XBox One,24 May 2013,"It's easy to get lost in the scrum that is the world of racing video games. Besides the hardcore sims, like iRacing, there's Forza Motorsport on Microsoft's..."
Holden Sticking With Australia Despite High Costs,24 May 2013,"With the launch of the all-new VF Commodore just around the corner, Holden's Mike Deveraux doesn't Ford's bad news to steal the limelight a…"
Porsche’s Entry in the Science Fair,24 May 2013,"The Porsche 918 Spyder, an $846000 gasoline-electric hybrid supercar with all-wheel drive and 4-wheel steering, is what can happen when management lets its..."
2014 Acura MDX Gets Positive Review from Consumer Reports,13 Jun 2013,"One of their more popular models is the MDX, a large SUV which offers third row seating for large families. With the NSX Roadster and the NSX crossover both..."
"Toyota's ""Father of the Prius"" wants a new Supra from BMW joint venture",13 Jun 2013,Takeshi Uchiyamada is known within Toyota Motor Corp as the Father of the Prius but the soon-to-be-chairman has set his sights on a new goal – developing a...
Porsche 911 Carrera RS 2.7 Touring with matching numbers to be auctioned,13 Jun 2013,"On the Porsche 911's fiftieth anniversary, a very rare racing 911 Carrera that was never seriously wrecked will auction. This could be the most expensive..."
Tesla’s bump in the road (Column),14 Jun 2013,"The following editorial appeared in Friday's Washington Post: Tesla, the start-up founded by Elon Musk to build luxury electric cars, has benefited mightily..."
"Electric Cars Much Cheaper Than You Think, Cheaper Than Gasmobiles (Charts)",14 Jun 2013,New analysis from America's Electric Power Research Institute (EPRI) has come up with some interesting figures that suggest the number-one obstacle for mass...
2014 Range Rover Sport Gets Lumma Design Treatment,14 Jun 2013,"As if six-figure SUVs aren't exclusive enough, it seems European tuners are plenty eager to add even more individualization for customers who must have the..."
