Headlines,Dates,Descriptions
Tesla Model 3 electric car unveiled by Elon Musk – video,1 Apr 2016,Tesla CEO Elon Musk unveils a prototype of the Model 3 car to a group of Tesla owners in Los Angeles.
Tesla Model 3 orders vs lifetime sales,4 Apr 2016,Tesla's plan from the beginning has been straightforward: Release an expensive sportscar (the Roadster) and use the money from its sales to build a couple...
Is the Luster of Tesla’s Powerwall Already Fading?,18 Apr 2016,"""In a few early Powerwall installations, incorrect firmware was initially installed resulting in higher fan noise. This issue was easily and immediately fixed..."
Tesla Model 3 gets 134000 pre-orders in 24 hours,1 Apr 2016,"During the presentation, Elon Musk, Tesla's CEO, revealed Tesla had received 115,000 orders for the vehicles, and that figure quickly climbed to 129,000."
Tesla Model 3 first ride,1 Apr 2016,Last night we were treated to the reveal of Tesla Motors' [NSDQ:TSLA] all-new Model 3 electric sports sedan. Shortly after the reveal we also received a...
Tesla just revealed its cheapest Model S ever,9 Jun 2016,"0-62mph in 5.5 seconds and it costs as much as an Audi A4, says Tesla."
You can now buy a Tesla at Nordstrom,21 Jun 2016,Tesla opened an electric-car boutique in the men's section of a Nordstrom store in L.A..
Tesla's gamble on its 'affordable' electric car,4 Apr 2016,"Republish our articles for free, online or in print, under a Creative Commons license. ... Tesla announced what it calls its “most affordable” electric vehicle in..."
"Now, you can buy a mini Tesla Model S version for your kids also",28 May 2016,"Although the pre-orders started in February, the toy maker has recently started shipping the mini Tesla Model S. Priced at $499, the kid-version is currently..."
Driver in Tesla Autopilot Crash Previously Noted Problem With Technology,1 Jul 2016,"Joshua Brown said his 2015 Tesla Model S didn't recognize stopped vehicles ... Joshua Brown, the Tesla owner who was the first known driver to be killed while..."
Tesla vs. Boeing: Which wins the ultimate drag race?,4 Apr 2016,"While the Boeing 737 has 52,000 pounds of thrust and a top speed of Mach. 82, Tesla packs a 90-kilowatt battery and a top speed of 155 mph (250 kph) into its..."
Tesla launches new Model S with updated design,12 Apr 2016,"This is the new Tesla Model S. And it looks like a Model S, but slightly different -- gone is the false grille. The new Model S features a Model X-like nose..."
Tesla's first Roadster driving review,5 Apr 2016,"It's hard to overestimate the importance of this car, which sold for over $100000 and could top 200 miles on a single charge."
Video: Tesla Model S races a plane in Australia,7 Apr 2016,"So it would be fair to say that Tesla and the airline industry have very different ethoses, but in spite of this, even Elon Musk's future-preserving company..."
Build your dream Tesla Model X online,12 Apr 2016,Your $121000 Tesla Model X P90D awaits you.
Man Killed In Tesla While In Self-Driving Mode,30 Jun 2016,A Tesla owner was killed when his self-driving car's cameras confused a semi with the sky.
Facts About the Tesla Gigafactory,24 Jun 2016,"Elon Musk has lofty ambitions for Tesla during the next few years. Advertisement. By the end of 2017, the company aims to begin production of its more..."
Leaked specs show the Tesla Model 3 will be seriously fast,29 Jun 2016,"The Tesla Model 3 is going to be the company's first attempt at a reasonably priced, mass-market car. But Tesla made its name making electric cars that..."
Watch Amazon’s Echo Pull a Tesla Model S Out of the Garage With a Voice Command,1 May 2016,"More videos on YouTube ... Get Data Sheet, Fortune's technology newsletter. Goecke explains in a post at Teslarati that he did it using a series of cloud..."
Apparent conflicts of interest may dog Tesla-SolarCity deal,26 Jun 2016,"Tesla had hoped to quickly resolve the conflict-of-interest questions triggered by the SolarCity offer. The Palo Alto, California, company pledged to leave the..."
"Tesla and SolarCity? Yes, it makes sense. Or at least it will.",27 Jun 2016,"So yes, there are potential synergies between Tesla and SolarCity. There are huge opportunities for the companies that define that platform and make its..."
Tesla Model X P90D Review Electric Crossover SUV Video,2 May 2016,"Tesla's seven-seat P90D is the most powerful and most expensive version of the Model X you can buy; a 90 kWh battery gets 255 miles on a full charge, with a..."
Tesla Model X: Electric Meets Extravagant - WSJ,7 Apr 2016,"Jeebus. Stamp the accelerator and it goes off like a sprung mousetrap. Tesla estimates 0-60 mph in a Lambo-like 3.2 seconds. While doing so, the Model X quietly..."
NVIDIA Announces PCI Express Tesla P100: Shipping In Q4'16,20 Jun 2016,"Kicking off this week in Frankfurt, Germany is the annual International Supercomputing Conference, better known as ISC. One of the two major supercomputing..."
2017 Tesla Model 3: This Is It,1 Apr 2016,"""The Model 3 is going to be an incredibly safe car,"" Musk said, promising a 5-star crash rating in every category. It'll be quick, too: Even the base Model 3..."
What can automotive brands learn from the Tesla website?,4 Apr 2016,"The Model 3 page – it could be selling SaaS. Again, the 'learn more' page for the Model 3 looks for all the world like a tech/software explainer page, but for..."
Tesla can look at owners' driving behavior any time; is that legal?,16 Jun 2016,Tesla can look at owners' driving behavior any time; is that legal? · Passenger-car EDRs cannot detect if the vehicle's electronics have malfunctioned · Their...
Hands free: Tesla Model S P90D vs BMW 730Ld,10 Apr 2016,"The BMW sports an entirely conventional diesel engine mated to a gearbox with many speeds. Noise is well suppressed, pace is good, it'll knock around at over..."
"Tesla updates Model S with new front end, air filtration system, and faster charging",12 Apr 2016,"Share this story ... The rumored refresh for Tesla's Model S sedan is now official, bringing a new-look fascia and adaptive LED headlights that hew closely to the..."
I'm Going To Buy the Tesla Model 3. Have I Lost My Mind?,1 Apr 2016,"HAWTHORNE, CALIF.—This is not car shopping. In the hours before Elon Musk takes the stage at the Tesla Design studio, attendees line up at banks of computer..."
Elon Musk sleeps at the Tesla factory,4 May 2016,Elon Musk keeps a sleeping bag next to Tesla's production line so that he can personally inspect vehicles ... Elon Musk is going to great lengths to make sure...
"Tesla's Plan To Make 500,000 Cars By 2018 Brings Out Skeptics; Shares Fall",5 May 2016,Tesla Motors' plan to make 500000 cars per year by 2018 -- two years ahead of schedule -- was too bold for some on Wall Street.
"Tesla Self-Driving Car Fatality Was Inevitable, Safety Expert Predicted",30 Jun 2016,"When Tesla Motors' CEO Elon Musk introduced Autopilot in October last year, he cautioned that the system, which allows Tesla's Model S and Model X to steer..."
Tesla crash highlights real problem behind self-driving cars,1 Jul 2016,"Man's death in self-driving Tesla crash a reminder that humans and self-driving cars incompatible, but car companies will push technology goals over human..."
Tesla Unveils Mass Market Electric Car Model,1 Apr 2016,"Tesla is aiming to lift its car production to 500,000 by 2020, up from 50,000 last year."
3 Brilliant Design Features of the Tesla Model 3,1 Apr 2016,"Tesla's newest electric car is a design and technological marvel. Here's why. · 1. More room. The Model 3 fits five adults ""comfortably,"" according to Musk,..."
N.C. Says Tesla Can't Sell Cars At Charlotte Store,25 May 2016,The North Carolina Department of Motor Vehicles has denied Tesla Motors' application to sell its electric cars at a new store near Charlotte. State law…
The Model S 60 is all the Tesla you need for £20k less,9 Jun 2016,The Model S 60 is all the Tesla you need for £20k less ... The best electric car in the world just got a whole lot more affordable. Tesla has pulled back the...
Ask Matt: How high can Tesla stock go?,4 Apr 2016,Q: Can Tesla stock get its charge back? An undated handout photo made available by Tesla late 31 March 2016 shows the Tesla Model. A: Tesla Motors' (TSLA)...
How Much Would a 'Real' Tesla Model 3 Cost?,1 Apr 2016,"Among those other big things, we learned that the $35,000 price tag will, indeed, get you a Model 3 – but that entry-level price, as with many technologies..."
$8500 For New Tesla Model S Brakes In Canada?,24 May 2016,"$8500 For New Tesla Model S Brakes In Canada? ... A Toronto-based owner of a 2012 Tesla Model S recently publicly revealed that he was quoted a price of $8,500..."
"Yes, the Tesla Model 3 will get 'Ludicrous' Mode",3 May 2016,"Details at this point have yet to be revealed, but on the Model S, the Ludicrous option drops the 0-60mph time to just 2.8 seconds (making it one of the world's..."
Tesla hasn't actually shown us the Model 3's real interior,4 Apr 2016,"The excitement surrounding the upcoming Tesla Motors [NSDQ:TSLA] Model 3 electric sedan is, well, electric. The Silicon Valley automaker started taking..."
Exclusive: Futuris holds firm on Tesla quality,21 Jun 2016,"Tesla will now be responsible for fitting the foam padding, seat covers and external plastic parts to the seats. Futuris makes the seat covers in its Mexican..."
Tesla Takes Direct Sales Message To The People At Party Conventions,13 Jun 2016,"It's a new company trying to sell a new vision of the automobile, and it sells its cars in a different way: directly to consumers, not through a dealership. But..."
Porsche Manager Calls Tesla Ludicrous Mode a Facade - Porsche Mission E vs. Tesla Model S,16 Jun 2016,"Porsche Manager Reportedly Calls Tesla's Ludicrous Mode a ""Facade"". Them's fightin' words. ... In case you weren't aware that Porsche aimed its upcoming all-..."
Elon Musk says Tesla’s next-gen Model 4 will be affordable for everyone,27 Apr 2016,"Speaking at the Future Transport Solutions conference in Oslo, Norway, Tesla Motors CEO Elon Musk said the upcoming Model 3 will be affordable for about..."
"Joshua Brown, Who Died in Self-Driving Accident, Tested Limits of His Tesla (Published 2016)",1 Jul 2016,"Joshua Brown, Who Died in Self-Driving Accident, Tested Limits of His Tesla ... CANTON, Ohio — Joshua Brown loved his all-electric Tesla Model S so much he..."
